url	brand	code	Code	Category	Title	Price	List_Price	Availability	Variant	Description	Features	Images	Image_01	Image_02	Image_03	Image_04	Image_05	Image_06	Image_07	Image_08	Image_09
https://www.powabeam.com.au/azero-olive-wood-hunting-knife-240mm.html	Azero	A211012	A211012	Blades & Accessories	Azero Olive Wood Hunting Knife 240mm	$139.00		In stock		<ul><li>240mm overall length</li><li>ACX-380 stainless steel blade</li><li>Blade length 110mm</li><li>Leather sheath</li><li>Handle material Olive Wood </li><li>Weight 280g</li></ul><p>AZERO Knives - Made in Spain: Despite being only a relatively young company, Azero has a professional background of almost 30years in the cutlery sector. They make high quality knives using steels such as ACX 380 which is known for it�s increased strength, hardness, wear resistance, and toughness.</p>	<p>Features</p><ul><li>Warranty: Lifetime warranty against manufacturing faults</li></ul>	https://www.powabeam.com.au/images/detailed/9/A211012-azero-hunting-knife-leather-sheath.jpg	https://www.powabeam.com.au/images/detailed/9/A211012-azero-hunting-knife-leather-sheath.jpg								
https://www.powabeam.com.au/azero-hdm-tactical-knife-molle-sheath-240mm.html	Azero	A211212	A211212	Blades & Accessories / Hunting & Fixed Blade Knives / Polymer & Other Handle Knives	Azero HDM Tactical Knife w Molle Sheath	$149.00		In stock		<ul><li>240mm overall length</li><li>D2 stainless steel blade</li><li>Blade length 110mm</li><li>Cordura sheath with Molle system</li><li>Handle material HDM 300</li><li>Weight 320g</li></ul><p>AZERO Knives - Made in Spain: Despite being only a relatively young company, Azero has a professional background of almost 30years in the cutlery sector. They make high quality knives using steels such as ACX 380 and D2 which is known for it�s increased strength, hardness, wear resistance, and toughness.</p>	<p>Features</p><ul><li>Warranty: Lifetime warranty against manufacturing faults</li></ul>	https://www.powabeam.com.au/images/detailed/9/A211212-azero-hunting-knife.jpg	https://www.powabeam.com.au/images/detailed/9/A211212-azero-hunting-knife.jpg								
https://www.powabeam.com.au/azero-micarta-240-skinner.html	Azero	A211222	A211222	Blades & Accessories / Hunting & Fixed Blade Knives / Polymer & Other Handle Knives	Azero Micarta Handle Knife w Molle Sheath - 240mm	$139.00		In stock		<ul><li>240mm overall length</li><li>D2 stainless steel blade</li><li>Blade length 110mm</li><li>Cordura sheath with Molle system</li><li>Micarta handle</li><li>Weight 300g</li></ul><p>AZERO Knives - Made in Spain: Despite being only a relatively young company, Azero has a professional background of almost 30years in the cutlery sector. They make high quality knives using steels such as ACX 380 which is known for it�s increased strength, hardness, wear resistance, and toughness.</p>	<p>Features</p><ul><li>Warranty: Lifetime warranty against manufacturing faults</li></ul>	https://www.powabeam.com.au/images/detailed/8/A211222-azero-micarta-tactical-knife-spain.jpg	https://www.powabeam.com.au/images/detailed/8/A211222-azero-micarta-tactical-knife-spain.jpg								
https://www.powabeam.com.au/azero-kingwood-hunting-knife-230mm.html	Azero	A212082	A212082	Blades & Accessories	Azero Kingwood Hunting Knife 230mm	$119.95		In stock		<ul><li>230mm overall length</li><li>D2 stainless steel blade</li><li>Blade length 90mm</li><li>Leather sheath</li><li>Handle material Kingwood </li><li>Weight 260g</li></ul><p>AZERO Knives - Made in Spain: Despite being only a relatively young company, Azero has a professional background of almost 30years in the cutlery sector. They make high quality knives using steels such as ACX 380 and D2 which is known for it�s increased strength, hardness, wear resistance, and toughness.</p>	<p>Features</p><ul><li>Warranty: Lifetime warranty against manufacturing faults</li></ul>	https://www.powabeam.com.au/images/detailed/9/A212082-azero-hunting-knife.jpg	https://www.powabeam.com.au/images/detailed/9/A212082-azero-hunting-knife.jpg								
https://www.powabeam.com.au/azero-hdm-tactical-knife-w-molle-sheath-230mm.html	Azero	A212212	A212212	Blades & Accessories	Azero HDM Tactical Knife w Molle Sheath 230mm	$122.00		In stock		<ul><li>230mm overall length</li><li>D2 stainless steel blade</li><li>Blade length 90mm</li><li>Cordura sheath with Molle system</li><li>Handle material HDM 300</li><li>Weight 280g</li></ul><p>AZERO Knives - Made in Spain: Despite being only a relatively young company, Azero has a professional background of almost 30years in the cutlery sector. They make high quality knives using steels such as ACX 380 and D2 which is known for it�s increased strength, hardness, wear resistance, and toughness.</p>	<p>Features</p><ul><li>Warranty: Lifetime warranty against manufacturing faults</li></ul>	https://www.powabeam.com.au/images/detailed/9/A212212-azero-hunting-knife.jpg	https://www.powabeam.com.au/images/detailed/9/A212212-azero-hunting-knife.jpg								
https://www.powabeam.com.au/azero-micarta-handle-knife-w-molle-sheath-230mm.html	Azero	A212222	A212222	Blades & Accessories	Azero Micarta Handle Knife w Molle Sheath - 230mm	$122.00		In stock		<ul><li>230mm overall length</li><li>D2 stainless steel blade</li><li>Blade length 110mm</li><li>Cordura sheath with Molle system</li><li>Micarta handle</li><li>Weight 280g</li></ul><p>AZERO Knives - Made in Spain: Despite being only a relatively young company, Azero has a professional background of almost 30years in the cutlery sector. They make high quality knives using steels such as ACX 380 and D2 which is known for it�s increased strength, hardness, wear resistance, and toughness.</p>	<p>Features</p><ul><li>Warranty: Lifetime warranty against manufacturing faults</li></ul>	https://www.powabeam.com.au/images/detailed/9/A212222-azero-hunting-knife.jpg	https://www.powabeam.com.au/images/detailed/9/A212222-azero-hunting-knife.jpg								
https://www.powabeam.com.au/azero-ebony-wood-hunter-230mm.html	Azero	A213112	A213112	Blades & Accessories / Hunting & Fixed Blade Knives / Wooden Handle Knives	Azero Ebony Hunter - 230mm	$143.00		In stock		<ul><li>230mm overall length</li><li>D2 stainless steel blade</li><li>Blade length 95mm</li><li>Leather sheath </li><li>Ebony Wood handle</li><li>Weight 240g</li></ul><p>AZERO Knives - Made in Spain: Despite being only a relatively young company, Azero has a professional background of almost 30years in the cutlery sector. They make high quality knives using steels such as ACX 380 and D2 which is known for it�s increased strength, hardness, wear resistance, and toughness.</p>	<p>Features</p><ul><li>Warranty: Lifetime warranty against manufacturing faults</li></ul>	https://www.powabeam.com.au/images/detailed/9/213112-Azero-wooden-handle-hunting-knife.jpg,https://www.powabeam.com.au/images/detailed/9/A213112-azero-hunting-knife.jpg	https://www.powabeam.com.au/images/detailed/9/213112-Azero-wooden-handle-hunting-knife.jpg	https://www.powabeam.com.au/images/detailed/9/A213112-azero-hunting-knife.jpg							
https://www.powabeam.com.au/azero-hdm-tactical-knife-w-molle-sheath-230mm-en.html	Azero	A213212	A213212	Blades & Accessories	Azero HDM Tactical Knife w Molle Sheath 230mm	$122.00		In stock		<ul><li>230mm overall length</li><li>D2 stainless steel blade</li><li>Blade length 95mm</li><li>Cordura sheath with Molle system</li><li>Handle material HDM 300</li><li>Weight 280g</li></ul><p>AZERO Knives - Made in Spain: Despite being only a relatively young company, Azero has a professional background of almost 30years in the cutlery sector. They make high quality knives using steels such as ACX 380 and D2 which is known for it�s increased strength, hardness, wear resistance, and toughness.</p>	<p>Features</p><ul><li>Warranty: Lifetime warranty against manufacturing faults</li></ul>	https://www.powabeam.com.au/images/detailed/9/A213212-azero-hunting-knife.jpg	https://www.powabeam.com.au/images/detailed/9/A213212-azero-hunting-knife.jpg								
https://www.powabeam.com.au/azero-micarta-handle-knife-molle-sheath-240mm.html	Azero	A213222	A213222	Blades & Accessories	Azero Micarta Handle Knife w Molle Sheath - 240mm	$122.00		In stock		<ul><li>240mm overall length</li><li>D2 stainless steel blade</li><li>Blade length 110mm</li><li>Cordura sheath with Molle system</li><li>Micarta handle</li><li>Weight 320g</li></ul><p>AZERO Knives - Made in Spain: Despite being only a relatively young company, Azero has a professional background of almost 30years in the cutlery sector. They make high quality knives using steels such as ACX 380 AND D2 which is known for it�s increased strength, hardness, wear resistance, and toughness.</p>	<p>Features</p><ul><li>Warranty: Lifetime warranty against manufacturing faults</li></ul>	https://www.powabeam.com.au/images/detailed/9/A213222-azero-hunting-knife.jpg	https://www.powabeam.com.au/images/detailed/9/A213222-azero-hunting-knife.jpg								
https://www.powabeam.com.au/azero-cocobolo-wood-hunting-knife-225mm.html	Azero	A214022	A214022	Blades & Accessories	Azero Cocobolo Wood Hunting Knife 225mm	$133.00		In stock		<ul><li>225mm overall length</li><li>D2 stainless steel blade</li><li>Blade length 95mm</li><li>Leather sheath</li><li>Handle material Cocobolo Wood </li><li>Weight 260g</li></ul><p>AZERO Knives - Made in Spain: Despite being only a relatively young company, Azero has a professional background of almost 30years in the cutlery sector. They make high quality knives using steels such as ACX 380 and D2 which is known for it�s increased strength, hardness, wear resistance, and toughness.</p>	<p>Features</p><ul><li>Warranty: Lifetime warranty against manufacturing faults</li></ul>	https://www.powabeam.com.au/images/detailed/9/A214022-azero-hunting-knife.jpg	https://www.powabeam.com.au/images/detailed/9/A214022-azero-hunting-knife.jpg								
https://www.powabeam.com.au/azero-micarta-knife-225.html	Azero	A214212	A214212	Blades & Accessories / Hunting & Fixed Blade Knives / Polymer & Other Handle Knives	Azero Micarta Handle Knife w Molle Sheath - 225mm	$122.00		In stock		<ul><li>225mm overall length</li><li>D2 stainless steel blade</li><li>Blade length 92mm</li><li>Cordura sheath with Molle system</li><li>HDM 300 handle</li><li>Weight 280g</li></ul><p>AZERO Knives - Made in Spain: Despite being only a relatively young company, Azero has a professional background of almost 30years in the cutlery sector. They make high quality knives using steels such as ACX 380 which is known for it�s increased strength, hardness, wear resistance, and toughness.</p>	<p>Features</p><ul><li>Warranty: Lifetime warranty against manufacturing faults</li></ul>	https://www.powabeam.com.au/images/detailed/8/A214212-azero-huntgin-knife.jpg	https://www.powabeam.com.au/images/detailed/8/A214212-azero-huntgin-knife.jpg								
https://www.powabeam.com.au/azero-micarta-handle-knife-w-molle-sheath-225mm.html	Azero	A214222	A214222	Blades & Accessories	Azero Micarta Handle Knife w Molle Sheath - 225mm	$122.00		In stock		<ul><li>225mm overall length</li><li>D2 stainless steel blade</li><li>Blade length 95mm</li><li>Cordura sheath with Molle system</li><li>Micarta handle</li><li>Weight 280g</li></ul><p>AZERO Knives - Made in Spain: Despite being only a relatively young company, Azero has a professional background of almost 30years in the cutlery sector. They make high quality knives using steels such as ACX 380 and D2 which is known for it�s increased strength, hardness, wear resistance, and toughness.</p>	<p>Features</p><ul><li>Warranty: Lifetime warranty against manufacturing faults</li></ul>	https://www.powabeam.com.au/images/detailed/9/A214222-azero-hunting-knife.jpg	https://www.powabeam.com.au/images/detailed/9/A214222-azero-hunting-knife.jpg								
https://www.powabeam.com.au/azero-hdm-tactical-knife-240mm.html	Azero	A215212	A215212	Blades & Accessories	Azero HDM Tactical Knife 240mm	$122.00		In stock		<ul><li>240mm overall length</li><li>D2 stainless steel blade</li><li>Blade length 110mm</li><li>Cordura sheath with Molle system</li><li>Handle material HDM 300</li><li>Weight 300g</li></ul><p>AZERO Knives - Made in Spain: Despite being only a relatively young company, Azero has a professional background of almost 30years in the cutlery sector. They make high quality knives using steels such as ACX 380 and D2 which is known for it�s increased strength, hardness, wear resistance, and toughness.</p>	<p>Features</p><ul><li>Warranty: Lifetime warranty against manufacturing faults</li></ul>	https://www.powabeam.com.au/images/detailed/9/A215212-azero-hunting-knife.jpg	https://www.powabeam.com.au/images/detailed/9/A215212-azero-hunting-knife.jpg								
https://www.powabeam.com.au/azero-micarta-handle-knife-240mm.html	Azero	A215222	A215222	Blades & Accessories	Azero Micarta Handle Knife - 240mm	$122.00		In stock		<ul><li>240mm overall length</li><li>D2 stainless steel blade</li><li>Blade length 115mm</li><li>Cordura sheath with Molle system</li><li>Micarta handle</li><li>Weight 360g</li></ul><p>AZERO Knives - Made in Spain: Despite being only a relatively young company, Azero has a professional background of almost 30years in the cutlery sector. They make high quality knives using steels such as ACX 380 and D2 which is known for it�s increased strength, hardness, wear resistance, and toughness.</p>	<p>Features</p><ul><li>Warranty: Lifetime warranty against manufacturing faults</li></ul>	https://www.powabeam.com.au/images/detailed/9/A215222-azero-hunting-knife.jpg	https://www.powabeam.com.au/images/detailed/9/A215222-azero-hunting-knife.jpg								
https://www.powabeam.com.au/azero-hdm-tactical-w-molle-sheath.html	Azero	A216212	A216212	Blades & Accessories	Azero HDM Tactical Knife w Molle Sheath 240mm	$122.00		In stock		<ul><li>240mm overall length</li><li>D2 stainless steel blade</li><li>Blade length 110mm</li><li>Cordura sheath with Molle system</li><li>Handle material HDM 300</li><li>Weight 280g</li></ul><p>AZERO Knives - Made in Spain: Despite being only a relatively young company, Azero has a professional background of almost 30years in the cutlery sector. They make high quality knives using steels such as ACX 380 and D2 which is known for it�s increased strength, hardness, wear resistance, and toughness.</p>	<p>Features</p><ul><li>Warranty: Lifetime warranty against manufacturing faults</li></ul>	https://www.powabeam.com.au/images/detailed/9/A216212-azero-hunting-knife.jpg	https://www.powabeam.com.au/images/detailed/9/A216212-azero-hunting-knife.jpg								
https://www.powabeam.com.au/azero-micarta-handle-knife-w-molle-sheath-241mm.html	Azero	A216222	A216222	Blades & Accessories	Azero Micarta Handle Knife w Molle Sheath - 240mm	$122.00		In stock		<ul><li>240mm overall length</li><li>D2 stainless steel blade</li><li>Blade length 115mm</li><li>Cordura sheath with Molle system</li><li>Micarta handle</li><li>Weight 360g</li></ul><p>AZERO Knives - Made in Spain: Despite being only a relatively young company, Azero has a professional background of almost 30years in the cutlery sector. They make high quality knives using steels such as ACX 380 and D2 which is known for it�s increased strength, hardness, wear resistance, and toughness.</p>	<p>Features</p><ul><li>Warranty: Lifetime warranty against manufacturing faults</li></ul>	https://www.powabeam.com.au/images/detailed/9/A216222-azero-hunting-knife.jpg	https://www.powabeam.com.au/images/detailed/9/A216222-azero-hunting-knife.jpg								
https://www.powabeam.com.au/azero-hdm-tactical-knife-w-sheath-230mm.html	Azero	A217212	A217212	Blades & Accessories	Azero HDM Tactical Knife w Molle Sheath 230mm	$122.00		In stock		<ul><li>230mm overall length</li><li>D2 stainless steel blade</li><li>Blade length 100mm</li><li>Cordura sheath with Molle system</li><li>Handle material HDM 300</li><li>Weight 260g</li></ul><p>AZERO Knives - Made in Spain: Despite being only a relatively young company, Azero has a professional background of almost 30years in the cutlery sector. They make high quality knives using steels such as ACX 380 and D2 which is known for it�s increased strength, hardness, wear resistance, and toughness.</p>	<p>Features</p><ul><li>Warranty: Lifetime warranty against manufacturing faults</li></ul>	https://www.powabeam.com.au/images/detailed/9/A217212-azero-hunting-knife.jpg	https://www.powabeam.com.au/images/detailed/9/A217212-azero-hunting-knife.jpg								
https://www.powabeam.com.au/azero-micarta-handle-knife-w-molle-sheath-230.html	Azero	A217222	A217222	Blades & Accessories / Hunting & Fixed Blade Knives / Polymer & Other Handle Knives	Azero Micarta Handle Knife w Molle Sheath - 230mm	$122.00		In stock		<ul><li>230mm overall length</li><li>D2 stainless steel blade</li><li>Blade length 100mm</li><li>Cordura sheath with Molle system</li><li>Micarta handle</li><li>Weight 270g</li></ul><p>AZERO Knives - Made in Spain: Despite being only a relatively young company, Azero has a professional background of almost 30years in the cutlery sector. They make high quality knives using steels such as ACX 380 and D2 which is known for it�s increased strength, hardness, wear resistance, and toughness.</p>	<p>Features</p><ul><li>Warranty: Lifetime warranty against manufacturing faults</li></ul>	https://www.powabeam.com.au/images/detailed/9/A217222-azero-hunting-knife.jpg	https://www.powabeam.com.au/images/detailed/9/A217222-azero-hunting-knife.jpg								
https://www.powabeam.com.au/azero-hdm-tactical-knife-w-molle-sheath-316mm.html	Azero	A218211	A218211	Blades & Accessories	Azero HDM Tactical Knife w Molle Sheath 316mm	$165.00		In stock		<ul><li>316mm overall length</li><li>ACX-380 stainless steel blade</li><li>Blade length 176mm</li><li>Cordura sheath with Molle system</li><li>Handle material HDM 300</li><li>Weight 403g</li></ul><p>AZERO Knives - Made in Spain: Despite being only a relatively young company, Azero has a professional background of almost 30years in the cutlery sector. They make high quality knives using steels such as ACX 380 which is known for it�s increased strength, hardness, wear resistance, and toughness.</p>	<p>Features</p><ul><li>Warranty: Lifetime warranty against manufacturing faults</li></ul>	https://www.powabeam.com.au/images/detailed/9/A222211-azero-spanish-tactical-knife.jpg	https://www.powabeam.com.au/images/detailed/9/A222211-azero-spanish-tactical-knife.jpg								
https://www.powabeam.com.au/azero-hdm-tactical-knife-w-molle-sheath-273mm-clone.html	Azero	A219211	A219211	Blades & Accessories	Azero HDM Tactical Knife w Molle Sheath 273mm	$165.00		In stock		<ul><li>273mm overall length</li><li>ACX-380 stainless steel blade</li><li>Blade length 147mm</li><li>Cordura sheath with Molle system</li><li>Handle material HDM 300</li><li>Weight 326g</li></ul><p>AZERO Knives - Made in Spain: Despite being only a relatively young company, Azero has a professional background of almost 30years in the cutlery sector. They make high quality knives using steels such as ACX 380 which is known for it�s increased strength, hardness, wear resistance, and toughness.</p>	<p>Features</p><ul><li>Warranty: Lifetime warranty against manufacturing faults</li></ul>	https://www.powabeam.com.au/images/detailed/9/A219211-azero-hunting-knife.jpg	https://www.powabeam.com.au/images/detailed/9/A219211-azero-hunting-knife.jpg								
https://www.powabeam.com.au/azero-hdm-tactical-knife-w-molle-sheath-277mm.html	Azero	A220211	A220211	Blades & Accessories	Azero HDM Tactical Knife w Molle Sheath 277mm	$165.00		In stock		<ul><li>277mm overall length</li><li>ACX-380 stainless steel blade</li><li>Blade length 137mm</li><li>Cordura sheath with Molle system</li><li>Handle material HDM 300</li><li>Weight 401g</li></ul><p>AZERO Knives - Made in Spain: Despite being only a relatively young company, Azero has a professional background of almost 30years in the cutlery sector. They make high quality knives using steels such as ACX 380 which is known for it�s increased strength, hardness, wear resistance, and toughness.</p>	<p>Features</p><ul><li>Warranty: Lifetime warranty against manufacturing faults</li></ul>	https://www.powabeam.com.au/images/detailed/9/A220211-azero-hunting-knife.jpg	https://www.powabeam.com.au/images/detailed/9/A220211-azero-hunting-knife.jpg								
https://www.powabeam.com.au/azero-hdm-tactical-knife-w-molle-sheath.html	Azero	A222211	A222211	Blades & Accessories / Hunting & Fixed Blade Knives / Polymer & Other Handle Knives	Azero HDM Tactical Knife w Molle Sheath	$165.00		In stock		<ul><li>356mm overall length</li><li>ACX-380 stainless steel blade</li><li>Blade length 216mm</li><li>Cordura sheath with Molle system</li><li>Handle material HDM 300</li><li>Weight 440g</li></ul><p>AZERO Knives - Made in Spain: Despite being only a relatively young company, Azero has a professional background of almost 30years in the cutlery sector. They make high quality knives using steels such as ACX 380 which is known for it�s increased strength, hardness, wear resistance, and toughness.</p>	<p>Features</p><ul><li>Warranty: Lifetime warranty against manufacturing faults</li></ul>	https://www.powabeam.com.au/images/detailed/8/A222211-azero-spanish-tactical-knife.jpg	https://www.powabeam.com.au/images/detailed/8/A222211-azero-spanish-tactical-knife.jpg								
https://www.powabeam.com.au/azero-hdm-tactical-knife-w-molle-sheath-329mm.html	Azero	A223211	A223211	Blades & Accessories	Azero HDM Tactical Knife w Molle Sheath 329mm	$165.00		In stock		<ul><li>329mm overall length</li><li>ACX-380 stainless steel blade</li><li>Blade length 202mm</li><li>Cordura sheath with Molle system</li><li>Handle material HDM 300</li><li>Weight 360g</li></ul><p>AZERO Knives - Made in Spain: Despite being only a relatively young company, Azero has a professional background of almost 30years in the cutlery sector. They make high quality knives using steels such as ACX 380 which is known for it�s increased strength, hardness, wear resistance, and toughness.</p>	<p>Features</p><ul><li>Warranty: Lifetime warranty against manufacturing faults</li></ul>	https://www.powabeam.com.au/images/detailed/9/A223211-azero-hunting-knife.jpg	https://www.powabeam.com.au/images/detailed/9/A223211-azero-hunting-knife.jpg								
https://www.powabeam.com.au/azero-olive-wood-gut-hook-skinner-knife-150mm.html	Azero	A230011	A230011	Blades & Accessories / Hunting & Fixed Blade Knives	Azero Olive Wood Gut Hook Skinner Knife 150mm	$85.00		In stock		<ul><li>150mm overall length</li><li>ACX-380 stainless steel blade</li><li>Blade length 85mm-with Gut Hook </li><li>Leather sheath</li><li>Handle material Olive Wood</li><li>Weight 165g</li></ul><p>AZERO Knives - Made in Spain: Despite being only a relatively young company, Azero has a professional background of almost 30years in the cutlery sector. They make high quality knives using steels such as ACX 380 which is known for it�s increased strength, hardness, wear resistance, and toughness.</p>	<p>Features</p><ul><li>Warranty: Lifetime warranty against manufacturing faults</li></ul>	https://www.powabeam.com.au/images/detailed/9/A230011-azero-gut-hook-olive.jpg	https://www.powabeam.com.au/images/detailed/9/A230011-azero-gut-hook-olive.jpg								
https://www.powabeam.com.au/azero-olive-wood-pocket-knife.html	Azero	A230012	A230012	Blades & Accessories / Folding Knives	Azero Olive Wood Pocket Knife	$67.00		In stock		<p>Azero Olive Wood Pocket Knife has a stunning handle made from the wood of an olive tree and a stainless steel blade with a suede pouch.</p><ul><li>2.3mm Thick Stainless Steel Blade</li><li>Olive Wood Handle</li><li>95mm Approx. Length Closed</li><li>165mm Approx. Length Open</li><li>Also includes Suede Pouch</li></ul><p>Despite being only a relatively young company, Azero has a professional background of almost 30 years in the cutlery sector. Using steels such as ACX 380 which is known for its increased strength, hardness, wear resistance, and toughness.</p>		https://www.powabeam.com.au/images/detailed/10/A230012-Azero-Olive-Wood-Pocket-Knife-Main.jpg,https://www.powabeam.com.au/images/detailed/10/A230012-Azero-Olive-Wood-Pocket-Knife-Closed.jpg,https://www.powabeam.com.au/images/detailed/10/A230012-Azero-Olive-Wood-Pocket-Knife-Open.jpg,https://www.powabeam.com.au/images/detailed/10/A230012-Azero-Olive-Wood-Pocket-Knife-On-Stand.jpg,https://www.powabeam.com.au/images/detailed/10/Azero-Pocket-Knives-Case-Open_4nd9-ju.jpg,https://www.powabeam.com.au/images/detailed/10/Azero-Pocket-Knives-Case-Closed.jpg	https://www.powabeam.com.au/images/detailed/10/A230012-Azero-Olive-Wood-Pocket-Knife-Main.jpg	https://www.powabeam.com.au/images/detailed/10/A230012-Azero-Olive-Wood-Pocket-Knife-Closed.jpg	https://www.powabeam.com.au/images/detailed/10/A230012-Azero-Olive-Wood-Pocket-Knife-Open.jpg	https://www.powabeam.com.au/images/detailed/10/A230012-Azero-Olive-Wood-Pocket-Knife-On-Stand.jpg	https://www.powabeam.com.au/images/detailed/10/Azero-Pocket-Knives-Case-Open_4nd9-ju.jpg	https://www.powabeam.com.au/images/detailed/10/Azero-Pocket-Knives-Case-Closed.jpg			
https://www.powabeam.com.au/azero-ziricote-handle-pocket-knife.html	Azero	A230032	A230032	Blades & Accessories / Folding Knives	Azero Ziricote Handle Pocket Knife	$67.00		In stock		<p>Azero Ziricote Handle Pocket Knife has perfect for carrying in your pocket and has a handsome Ziricote Wooden handle.</p><ul><li>2.2mm Thick Blade</li><li>Ziricote Wooden Hanlde</li><li>95mm Approx. Length Closed</li><li>165mm Approx. Length Open</li><li>Also includes Suede Pouch</li></ul><p>Despite being only a relatively young company, Azero has a professional background of almost 30 years in the cutlery sector. Using steels such as ACX 380 which is known for its increased strength, hardness, wear resistance, and toughness.</p>		https://www.powabeam.com.au/images/detailed/10/A230032-Azero-Ziricote-Wooden-Pocket-Knife-Main.jpg,https://www.powabeam.com.au/images/detailed/10/A230012-Azero-Ziricote-Wooden-Pocket-Knife-Closed.jpg,https://www.powabeam.com.au/images/detailed/10/A230012-Azero-Ziricote-Wooden-Pocket-Knife-Open.jpg,https://www.powabeam.com.au/images/detailed/10/A230012-Azero-Ziricote-Wooden-Pocket-Knife-On-Stand.jpg,https://www.powabeam.com.au/images/detailed/10/Azero-Pocket-Knives-Case-Open_73c4-2w.jpg,https://www.powabeam.com.au/images/detailed/10/Azero-Pocket-Knives-Case_kq8l-qq.jpg	https://www.powabeam.com.au/images/detailed/10/A230032-Azero-Ziricote-Wooden-Pocket-Knife-Main.jpg	https://www.powabeam.com.au/images/detailed/10/A230012-Azero-Ziricote-Wooden-Pocket-Knife-Closed.jpg	https://www.powabeam.com.au/images/detailed/10/A230012-Azero-Ziricote-Wooden-Pocket-Knife-Open.jpg	https://www.powabeam.com.au/images/detailed/10/A230012-Azero-Ziricote-Wooden-Pocket-Knife-On-Stand.jpg	https://www.powabeam.com.au/images/detailed/10/Azero-Pocket-Knives-Case-Open_73c4-2w.jpg	https://www.powabeam.com.au/images/detailed/10/Azero-Pocket-Knives-Case_kq8l-qq.jpg			
https://www.powabeam.com.au/azero-micarta-gut-hook-skinner-knife-150mm.html	Azero	A230101	A230101	Blades & Accessories	Azero Micarta Gut Hook Skinner Knife 150mm	$88.00		In stock		<ul><li>150mm overall length</li><li>ACX-380 stainless steel blade</li><li>Blade length 85mm-with Gut Hook </li><li>Leather sheath</li><li>Handle material Micarta Canvas</li><li>Weight 165g</li></ul><p>AZERO Knives - Made in Spain: Despite being only a relatively young company, Azero has a professional background of almost 30years in the cutlery sector. They make high quality knives using steels such as ACX 380 which is known for it�s increased strength, hardness, wear resistance, and toughness.</p>	<p>Features</p><ul><li>Warranty: Lifetime warranty against manufacturing faults</li></ul>	https://www.powabeam.com.au/images/detailed/9/A230101-azero-skinner-hunting-knife-gut-hook.jpg	https://www.powabeam.com.au/images/detailed/9/A230101-azero-skinner-hunting-knife-gut-hook.jpg								
https://www.powabeam.com.au/azero-black-handle-folding-knife.html	Azero	A230212	A230212	Blades & Accessories / Folding Knives	Azero Black Handle Folding Knife	$67.00		In stock		<p> This Azero Black Handle Folding Knife is a gorgeous piece, with a strong blade and smooth black handle that comes with a suede pouch.</p><ul><li>2.1mm Thick Stainless Steel Blade</li><li>Smooth Black HDM-300 Handle</li><li>95mm Approx. Length Closed</li><li>165mm Approx. Length Open</li><li>Also Comes with Suede Pouch</li></ul><p>Despite being only a relatively young company, Azero has a professional background of almost 30 years in the cutlery sector. Using steels such as ACX 380 which is known for its increased strength, hardness, wear resistance, and toughness.</p>		https://www.powabeam.com.au/images/detailed/10/A230212-Azero-Black-Folding-Knife-Main.jpg,https://www.powabeam.com.au/images/detailed/10/A230212-Azero-Black-Folding-Knife-Closed.jpg,https://www.powabeam.com.au/images/detailed/10/A230212-Azero-Black-Folding-Knife-Open.jpg,https://www.powabeam.com.au/images/detailed/10/A230212-Azero-Black-Folding-Knife-On-Stand.jpg,https://www.powabeam.com.au/images/detailed/10/Azero-Pocket-Knives-Case-Open.jpg,https://www.powabeam.com.au/images/detailed/10/Azero-Pocket-Knives-Case.jpg	https://www.powabeam.com.au/images/detailed/10/A230212-Azero-Black-Folding-Knife-Main.jpg	https://www.powabeam.com.au/images/detailed/10/A230212-Azero-Black-Folding-Knife-Closed.jpg	https://www.powabeam.com.au/images/detailed/10/A230212-Azero-Black-Folding-Knife-Open.jpg	https://www.powabeam.com.au/images/detailed/10/A230212-Azero-Black-Folding-Knife-On-Stand.jpg	https://www.powabeam.com.au/images/detailed/10/Azero-Pocket-Knives-Case-Open.jpg	https://www.powabeam.com.au/images/detailed/10/Azero-Pocket-Knives-Case.jpg			
