product code	url	description	availability	size_chart	TITLE	Product Group	Barcode	Price Ex	RRP Inc GST	images	image_01	image_02	image_03	image_04	Image_05
2243-590	https://www.lustyindustries.com/ride-concepts-livewire-charcoal-orange-us-7-5-eu-40		Out of Stock		RIDE CONCEPTS LIVEWIRE CHARCOAL / ORANGE US 7.5 EU 40	Flat Pedal	810002574924	$121.58	$204.95	/images/ProductImages/2243-.jpg,/images/ProductImages/2243-_2.jpg,/images/ProductImages/2243-_3.jpg,/images/ProductImages/2243-_4.jpg	https://www.lustyindustries.com/images/ProductImages/2243-.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_2.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_3.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_4.jpg	
2243-640	https://www.lustyindustries.com/ride-concepts-livewire-charcoal-orange-us-10-eu-43	<strong>SPECIFICATIONS:</strong><li>Rubber Kinetics | DST 6.0 HIGH GRIP Rubber Outsole</li><li>D3O High Impact Zone Insole Technology</li><li>Durable, synthetic upper with anti-abrasion mesh</li><li>Custom molded toe and heel guard protection</li><li>EVA midsole provides support and shock absorption</li><li>Fully gusseted tongue prohibits intake of dirt and debris</li><li>Modern lifestyle Performance Fit</li><li>Approximate weight - 16 oz (455 g) </li>	Out of Stock		RIDE CONCEPTS LIVEWIRE CHARCOAL / ORANGE US 10 EU 43	Flat Pedal	810002570179	$121.58	$204.95	/images/ProductImages/2243-.jpg,/images/ProductImages/2243-_2.jpg,/images/ProductImages/2243-_3.jpg,/images/ProductImages/2243-_4.jpg	https://www.lustyindustries.com/images/ProductImages/2243-.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_2.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_3.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_4.jpg	
2243-650	https://www.lustyindustries.com/ride-concepts-livewire-charcoal-orange-us-10-5-eu-43-5		Out of Stock		RIDE CONCEPTS LIVEWIRE CHARCOAL / ORANGE US 10.5 EU 43.5	Flat Pedal	810002574894	$121.58	$204.95	/images/ProductImages/2243-.jpg,/images/ProductImages/2243-_2.jpg,/images/ProductImages/2243-_3.jpg,/images/ProductImages/2243-_4.jpg	https://www.lustyindustries.com/images/ProductImages/2243-.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_2.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_3.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_4.jpg	
2243-610	https://www.lustyindustries.com/ride-concepts-livewire-charcoal-orange-us-8-5-eu-41-5		Out of Stock		RIDE CONCEPTS LIVEWIRE CHARCOAL / ORANGE US 8.5 EU 41.5	Flat Pedal	810002574931	$121.58	$204.95	/images/ProductImages/2243-.jpg,/images/ProductImages/2243-_2.jpg,/images/ProductImages/2243-_3.jpg,/images/ProductImages/2243-_4.jpg	https://www.lustyindustries.com/images/ProductImages/2243-.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_2.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_3.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_4.jpg	
2243-630	https://www.lustyindustries.com/ride-concepts-livewire-charcoal-orange-us-9-5-eu-43-5		Out of Stock		RIDE CONCEPTS LIVEWIRE CHARCOAL / ORANGE US 9.5 EU 43.5	Flat Pedal	810002574948	$121.58	$204.95	/images/ProductImages/2243-.jpg,/images/ProductImages/2243-_2.jpg,/images/ProductImages/2243-_3.jpg,/images/ProductImages/2243-_4.jpg	https://www.lustyindustries.com/images/ProductImages/2243-.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_2.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_3.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_4.jpg	
2243-660	https://www.lustyindustries.com/ride-concepts-livewire-charcoal-orange-us-11-eu-44-5	<strong>SPECIFICATIONS:</strong><li>Rubber Kinetics | DST 6.0 HIGH GRIP Rubber Outsole</li><li>D3O High Impact Zone Insole Technology</li><li>Durable, synthetic upper with anti-abrasion mesh</li><li>Custom molded toe and heel guard protection</li><li>EVA midsole provides support and shock absorption</li><li>Fully gusseted tongue prohibits intake of dirt and debris</li><li>Modern lifestyle Performance Fit</li><li>Approximate weight - 16 oz (455 g) </li>	Out of Stock		RIDE CONCEPTS LIVEWIRE CHARCOAL / ORANGE US 11 EU 44.5	Flat Pedal	810002570186	$121.58	$204.95	/images/ProductImages/2243-.jpg,/images/ProductImages/2243-_2.jpg,/images/ProductImages/2243-_3.jpg,/images/ProductImages/2243-_4.jpg	https://www.lustyindustries.com/images/ProductImages/2243-.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_2.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_3.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_4.jpg	
2243-670	https://www.lustyindustries.com/ride-concepts-livewire-charcoal-orange-us-11-5-eu-45		Out of Stock		RIDE CONCEPTS LIVEWIRE CHARCOAL / ORANGE US 11.5 EU 45	Flat Pedal	810002574900	$121.58	$204.95	/images/ProductImages/2243-.jpg,/images/ProductImages/2243-_2.jpg,/images/ProductImages/2243-_3.jpg,/images/ProductImages/2243-_4.jpg	https://www.lustyindustries.com/images/ProductImages/2243-.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_2.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_3.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_4.jpg	
2243-620	https://www.lustyindustries.com/ride-concepts-livewire-charcoal-orange-us-9-eu-42	<strong>SPECIFICATIONS:</strong><li>Rubber Kinetics | DST 6.0 HIGH GRIP Rubber Outsole</li><li>D3O High Impact Zone Insole Technology</li><li>Durable, synthetic upper with anti-abrasion mesh</li><li>Custom molded toe and heel guard protection</li><li>EVA midsole provides support and shock absorption</li><li>Fully gusseted tongue prohibits intake of dirt and debris</li><li>Modern lifestyle Performance Fit</li><li>Approximate weight - 16 oz (455 g) </li>	Out of Stock		RIDE CONCEPTS LIVEWIRE CHARCOAL / ORANGE US 9 EU 42	Flat Pedal	810002570162	$121.58	$204.95	/images/ProductImages/2243-.jpg,/images/ProductImages/2243-_2.jpg,/images/ProductImages/2243-_3.jpg,/images/ProductImages/2243-_4.jpg	https://www.lustyindustries.com/images/ProductImages/2243-.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_2.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_3.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_4.jpg	
2243-600	https://www.lustyindustries.com/ride-concepts-livewire-charcoal-orange-us-8-eu-41	<strong>SPECIFICATIONS:</strong><li>Rubber Kinetics | DST 6.0 HIGH GRIP Rubber Outsole</li><li>D3O High Impact Zone Insole Technology</li><li>Durable, synthetic upper with anti-abrasion mesh</li><li>Custom molded toe and heel guard protection</li><li>EVA midsole provides support and shock absorption</li><li>Fully gusseted tongue prohibits intake of dirt and debris</li><li>Modern lifestyle Performance Fit</li><li>Approximate weight - 16 oz (455 g) </li>	Out of Stock		RIDE CONCEPTS LIVEWIRE CHARCOAL / ORANGE US 8 EU 41	Flat Pedal	810002570155	$121.58	$204.95	/images/ProductImages/2243-.jpg,/images/ProductImages/2243-_2.jpg,/images/ProductImages/2243-_3.jpg,/images/ProductImages/2243-_4.jpg	https://www.lustyindustries.com/images/ProductImages/2243-.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_2.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_3.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_4.jpg	
2243-680	https://www.lustyindustries.com/ride-concepts-livewire-charcoal-orange-us-12-eu-46	<strong>SPECIFICATIONS:</strong><li>Rubber Kinetics | DST 6.0 HIGH GRIP Rubber Outsole</li><li>D3O High Impact Zone Insole Technology</li><li>Durable, synthetic upper with anti-abrasion mesh</li><li>Custom molded toe and heel guard protection</li><li>EVA midsole provides support and shock absorption</li><li>Fully gusseted tongue prohibits intake of dirt and debris</li><li>Modern lifestyle Performance Fit</li><li>Approximate weight - 16 oz (455 g) </li>	Out of Stock		RIDE CONCEPTS LIVEWIRE CHARCOAL / ORANGE US 12 EU 46	Flat Pedal	810002570193	$121.58	$204.95	/images/ProductImages/2243-.jpg,/images/ProductImages/2243-_2.jpg,/images/ProductImages/2243-_3.jpg,/images/ProductImages/2243-_4.jpg	https://www.lustyindustries.com/images/ProductImages/2243-.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_2.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_3.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_4.jpg	
2243-690	https://www.lustyindustries.com/ride-concepts-livewire-charcoal-orange-us-12-5-eu-46-5		Out of Stock		RIDE CONCEPTS LIVEWIRE CHARCOAL / ORANGE US 12.5 EU 46.5	Flat Pedal	810002574917	$121.58	$204.95	/images/ProductImages/2243-.jpg,/images/ProductImages/2243-_2.jpg,/images/ProductImages/2243-_3.jpg,/images/ProductImages/2243-_4.jpg	https://www.lustyindustries.com/images/ProductImages/2243-.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_2.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_3.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_4.jpg	
2243-700	https://www.lustyindustries.com/ride-concepts-livewire-charcoal-orange-us-13-eu-47	<strong>SPECIFICATIONS:</strong><li>Rubber Kinetics | DST 6.0 HIGH GRIP Rubber Outsole</li><li>D3O High Impact Zone Insole Technology</li><li>Durable, synthetic upper with anti-abrasion mesh</li><li>Custom molded toe and heel guard protection</li><li>EVA midsole provides support and shock absorption</li><li>Fully gusseted tongue prohibits intake of dirt and debris</li><li>Modern lifestyle Performance Fit</li><li>Approximate weight - 16 oz (455 g) </li>	Out of Stock		RIDE CONCEPTS LIVEWIRE CHARCOAL / ORANGE US 13 EU 47	Flat Pedal	810002570209	$121.58	$204.95	/images/ProductImages/2243-.jpg,/images/ProductImages/2243-_2.jpg,/images/ProductImages/2243-_3.jpg,/images/ProductImages/2243-_4.jpg	https://www.lustyindustries.com/images/ProductImages/2243-.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_2.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_3.jpg	https://www.lustyindustries.com/images/ProductImages/2243-_4.jpg	
2250-580	https://www.lustyindustries.com/ride-concepts-wildcat-black-charcoal-us-7-eu-39-5	<p>The Wildcat mountain bike shoe is the cool bigger cousin of the Livewire.Featuring cranked-up stability and ankle protection, it's a mid-height, sticky-soled, flat pedal brawler. Features:</p><li>Rubber Kinetics | DST 6.0 HIGH GRIP Rubber Outsole</li><li>D3O High Impact Zone Insole Technology</li><li>Durable, synthetic upper with anti-abrasion mesh</li><li>Anti-abrasion toe protection</li><li>EVA midsole provides support and shock absorption</li><li>Fully gusseted tongue prohibits intake of dirt and debris</li><li>Modern lifestyle Performance Fit</li><li>Approximate weight - 17.1 oz (482 g)</li>Size Chart	Out of Stock		RIDE CONCEPTS WILDCAT BLACK / CHARCOAL US 7 EU 39.5	Flat Pedal	810002570513	$138.02	$229.95	/images/ProductImages/2250-.jpg,/images/ProductImages/2250-_2.jpg,/images/ProductImages/2250-_3.jpg,/images/ProductImages/2250-_4.jpg	https://www.lustyindustries.com/images/ProductImages/2250-.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_2.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_3.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_4.jpg	
2250-590	https://www.lustyindustries.com/ride-concepts-wildcat-black-charcoal-us-7-5-eu-40		Out of Stock		RIDE CONCEPTS WILDCAT BLACK / CHARCOAL US 7.5 EU 40	Flat Pedal	810002575525	$138.02	$229.95	/images/ProductImages/2250-.jpg,/images/ProductImages/2250-_2.jpg,/images/ProductImages/2250-_3.jpg,/images/ProductImages/2250-_4.jpg	https://www.lustyindustries.com/images/ProductImages/2250-.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_2.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_3.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_4.jpg	
2250-600	https://www.lustyindustries.com/ride-concepts-wildcat-black-charcoal-us-8-eu-41	<p>The Wildcat mountain bike shoe is the cool bigger cousin of the Livewire.Featuring cranked-up stability and ankle protection, it's a mid-height, sticky-soled, flat pedal brawler. Features:</p><li>Rubber Kinetics | DST 6.0 HIGH GRIP Rubber Outsole</li><li>D3O High Impact Zone Insole Technology</li><li>Durable, synthetic upper with anti-abrasion mesh</li><li>Anti-abrasion toe protection</li><li>EVA midsole provides support and shock absorption</li><li>Fully gusseted tongue prohibits intake of dirt and debris</li><li>Modern lifestyle Performance Fit</li><li>Approximate weight - 17.1 oz (482 g)</li>Size Chart	Low Stock (1)		RIDE CONCEPTS WILDCAT BLACK / CHARCOAL US 8 EU 41	Flat Pedal	810002570520	$138.02	$229.95	/images/ProductImages/2250-.jpg,/images/ProductImages/2250-_2.jpg,/images/ProductImages/2250-_3.jpg,/images/ProductImages/2250-_4.jpg	https://www.lustyindustries.com/images/ProductImages/2250-.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_2.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_3.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_4.jpg	
2250-610	https://www.lustyindustries.com/ride-concepts-wildcat-black-charcoal-us-8-5-eu-41-5		Low Stock (1)		RIDE CONCEPTS WILDCAT BLACK / CHARCOAL US 8.5 EU 41.5	Flat Pedal	810002575532	$138.02	$229.95	/images/ProductImages/2250-.jpg,/images/ProductImages/2250-_2.jpg,/images/ProductImages/2250-_3.jpg,/images/ProductImages/2250-_4.jpg	https://www.lustyindustries.com/images/ProductImages/2250-.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_2.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_3.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_4.jpg	
2250-640	https://www.lustyindustries.com/ride-concepts-wildcat-black-charcoal-us-10-eu-43	<p>The Wildcat mountain bike shoe is the cool bigger cousin of the Livewire.Featuring cranked-up stability and ankle protection, it's a mid-height, sticky-soled, flat pedal brawler. Features:</p><li>Rubber Kinetics | DST 6.0 HIGH GRIP Rubber Outsole</li><li>D3O High Impact Zone Insole Technology</li><li>Durable, synthetic upper with anti-abrasion mesh</li><li>Anti-abrasion toe protection</li><li>EVA midsole provides support and shock absorption</li><li>Fully gusseted tongue prohibits intake of dirt and debris</li><li>Modern lifestyle Performance Fit</li><li>Approximate weight - 17.1 oz (482 g)</li>Size Chart	Out of Stock		RIDE CONCEPTS WILDCAT BLACK / CHARCOAL US 10 EU 43	Flat Pedal	810002570544	$138.02	$229.95	/images/ProductImages/2250-.jpg,/images/ProductImages/2250-_2.jpg,/images/ProductImages/2250-_3.jpg,/images/ProductImages/2250-_4.jpg	https://www.lustyindustries.com/images/ProductImages/2250-.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_2.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_3.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_4.jpg	
2250-620	https://www.lustyindustries.com/ride-concepts-wildcat-black-charcoal-us-9-eu-42	<p>The Wildcat mountain bike shoe is the cool bigger cousin of the Livewire.Featuring cranked-up stability and ankle protection, it's a mid-height, sticky-soled, flat pedal brawler. Features:</p><li>Rubber Kinetics | DST 6.0 HIGH GRIP Rubber Outsole</li><li>D3O High Impact Zone Insole Technology</li><li>Durable, synthetic upper with anti-abrasion mesh</li><li>Anti-abrasion toe protection</li><li>EVA midsole provides support and shock absorption</li><li>Fully gusseted tongue prohibits intake of dirt and debris</li><li>Modern lifestyle Performance Fit</li><li>Approximate weight - 17.1 oz (482 g)</li>Size Chart	Out of Stock		RIDE CONCEPTS WILDCAT BLACK / CHARCOAL US 9 EU 42	Flat Pedal	810002570537	$138.02	$229.95	/images/ProductImages/2250-.jpg,/images/ProductImages/2250-_2.jpg,/images/ProductImages/2250-_3.jpg,/images/ProductImages/2250-_4.jpg	https://www.lustyindustries.com/images/ProductImages/2250-.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_2.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_3.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_4.jpg	
2250-660	https://www.lustyindustries.com/ride-concepts-wildcat-black-charcoal-us-11-eu-44-5	<p>The Wildcat mountain bike shoe is the cool bigger cousin of the Livewire.Featuring cranked-up stability and ankle protection, it's a mid-height, sticky-soled, flat pedal brawler. Features:</p><li>Rubber Kinetics | DST 6.0 HIGH GRIP Rubber Outsole</li><li>D3O High Impact Zone Insole Technology</li><li>Durable, synthetic upper with anti-abrasion mesh</li><li>Anti-abrasion toe protection</li><li>EVA midsole provides support and shock absorption</li><li>Fully gusseted tongue prohibits intake of dirt and debris</li><li>Modern lifestyle Performance Fit</li><li>Approximate weight - 17.1 oz (482 g)</li>Size Chart	Out of Stock		RIDE CONCEPTS WILDCAT BLACK / CHARCOAL US 11 EU 44.5	Flat Pedal	810002570551	$138.02	$229.95	/images/ProductImages/2250-.jpg,/images/ProductImages/2250-_2.jpg,/images/ProductImages/2250-_3.jpg,/images/ProductImages/2250-_4.jpg	https://www.lustyindustries.com/images/ProductImages/2250-.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_2.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_3.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_4.jpg	
2250-630	https://www.lustyindustries.com/ride-concepts-wildcat-black-charcoal-us-9-5-eu-42-5		Out of Stock		RIDE CONCEPTS WILDCAT BLACK / CHARCOAL US 9.5 EU 42.5	Flat Pedal	810002575549	$138.02	$229.95	/images/ProductImages/2250-.jpg,/images/ProductImages/2250-_2.jpg,/images/ProductImages/2250-_3.jpg,/images/ProductImages/2250-_4.jpg	https://www.lustyindustries.com/images/ProductImages/2250-.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_2.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_3.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_4.jpg	
2250-650	https://www.lustyindustries.com/ride-concepts-wildcat-black-charcoal-us-10-5-eu-44		Out of Stock		RIDE CONCEPTS WILDCAT BLACK / CHARCOAL US 10.5 EU 44	Flat Pedal	810002575471	$138.02	$229.95	/images/ProductImages/2250-.jpg,/images/ProductImages/2250-_2.jpg,/images/ProductImages/2250-_3.jpg,/images/ProductImages/2250-_4.jpg	https://www.lustyindustries.com/images/ProductImages/2250-.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_2.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_3.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_4.jpg	
2250-670	https://www.lustyindustries.com/ride-concepts-wildcat-black-charcoal-us-11-5-eu-45		Out of Stock		RIDE CONCEPTS WILDCAT BLACK / CHARCOAL US 11.5 EU 45	Flat Pedal	810002575488	$138.02	$229.95	/images/ProductImages/2250-.jpg,/images/ProductImages/2250-_2.jpg,/images/ProductImages/2250-_3.jpg,/images/ProductImages/2250-_4.jpg	https://www.lustyindustries.com/images/ProductImages/2250-.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_2.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_3.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_4.jpg	
2250-680	https://www.lustyindustries.com/ride-concepts-wildcat-black-charcoal-us-12-eu-46	<p>The Wildcat mountain bike shoe is the cool bigger cousin of the Livewire.Featuring cranked-up stability and ankle protection, it's a mid-height, sticky-soled, flat pedal brawler. Features:</p><li>Rubber Kinetics | DST 6.0 HIGH GRIP Rubber Outsole</li><li>D3O High Impact Zone Insole Technology</li><li>Durable, synthetic upper with anti-abrasion mesh</li><li>Anti-abrasion toe protection</li><li>EVA midsole provides support and shock absorption</li><li>Fully gusseted tongue prohibits intake of dirt and debris</li><li>Modern lifestyle Performance Fit</li><li>Approximate weight - 17.1 oz (482 g)</li>Size Chart	Out of Stock		RIDE CONCEPTS WILDCAT BLACK / CHARCOAL US 12 EU 46	Flat Pedal	810002570568	$138.02	$229.95	/images/ProductImages/2250-.jpg,/images/ProductImages/2250-_2.jpg,/images/ProductImages/2250-_3.jpg,/images/ProductImages/2250-_4.jpg	https://www.lustyindustries.com/images/ProductImages/2250-.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_2.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_3.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_4.jpg	
2250-690	https://www.lustyindustries.com/ride-concepts-wildcat-black-charcoal-us-12-5-eu-46-5		Out of Stock		RIDE CONCEPTS WILDCAT BLACK / CHARCOAL US 12.5 EU 46.5	Flat Pedal	810002575495	$138.02	$229.95	/images/ProductImages/2250-.jpg,/images/ProductImages/2250-_2.jpg,/images/ProductImages/2250-_3.jpg,/images/ProductImages/2250-_4.jpg	https://www.lustyindustries.com/images/ProductImages/2250-.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_2.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_3.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_4.jpg	
2250-700	https://www.lustyindustries.com/ride-concepts-wildcat-black-charcoal-us-13-eu-47	<p>The Wildcat mountain bike shoe is the cool bigger cousin of the Livewire.Featuring cranked-up stability and ankle protection, it's a mid-height, sticky-soled, flat pedal brawler. Features:</p><li>Rubber Kinetics | DST 6.0 HIGH GRIP Rubber Outsole</li><li>D3O High Impact Zone Insole Technology</li><li>Durable, synthetic upper with anti-abrasion mesh</li><li>Anti-abrasion toe protection</li><li>EVA midsole provides support and shock absorption</li><li>Fully gusseted tongue prohibits intake of dirt and debris</li><li>Modern lifestyle Performance Fit</li><li>Approximate weight - 17.1 oz (482 g)</li>Size Chart	Out of Stock		RIDE CONCEPTS WILDCAT BLACK / CHARCOAL US 13 EU 47	Flat Pedal	810002570575	$138.02	$229.95	/images/ProductImages/2250-.jpg,/images/ProductImages/2250-_2.jpg,/images/ProductImages/2250-_3.jpg,/images/ProductImages/2250-_4.jpg	https://www.lustyindustries.com/images/ProductImages/2250-.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_2.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_3.jpg	https://www.lustyindustries.com/images/ProductImages/2250-_4.jpg	
2257-580	https://www.lustyindustries.com/ride-concepts-hellion-black-black-us-7-eu-39-5	THE HELLION ALL-MOUNTAIN MOUNTAIN BIKE SHOE IS THE PACE-SETTER OF THE SESSION SERIES, WITH AN ALL-OUT EMPHASIS ON INCREASED PROTECTION, DURABILITY, AND AWESOMENESS.For hard-charging riders who seek out the gnarliest conditions, the Hellion ups the ante when it comes to foot comfort and pedal control. FEATURES:<li>Rubber Kinetics | DST 6.0 High Grip Rubber Outsole</li><li>D3O High Impact Zone Insole Technology</li><li>Two-panel synthetic upper with anti-peel coating and perforated ventilation</li><li>Anti-abrasion toe and heel protection</li><li>EVA midsole provides support and shock absorption</li><li>Fully gusseted tongue prohibits intake of dirt and debris</li><li>Modern lifestyle Performance Fit</li><li>Approximate weight - 14.9 oz (421 g)</li> SIZE CHART	Low Stock (5)	https://www.lustyindustries.com/images/Size%20Chart.png?u=1TIeUg	RIDE CONCEPTS HELLION BLACK / BLACK US 7 EU 39.5	Flat Pedal	810002570896	$154.46	$254.95	/images/ProductImages/2257-.jpg,/images/ProductImages/2257-_2.jpg,/images/ProductImages/2257-_3.jpg,/images/ProductImages/2257-_4.jpg	https://www.lustyindustries.com/images/ProductImages/2257-.jpg	https://www.lustyindustries.com/images/ProductImages/2257-_2.jpg	https://www.lustyindustries.com/images/ProductImages/2257-_3.jpg	https://www.lustyindustries.com/images/ProductImages/2257-_4.jpg	
2257-590	https://www.lustyindustries.com/ride-concepts-hellion-black-black-us-7-5-eu-40	THE HELLION ALL-MOUNTAIN MOUNTAIN BIKE SHOE IS THE PACE-SETTER OF THE SESSION SERIES, WITH AN ALL-OUT EMPHASIS ON INCREASED PROTECTION, DURABILITY, AND AWESOMENESS.For hard-charging riders who seek out the gnarliest conditions, the Hellion ups the ante when it comes to foot comfort and pedal control. FEATURES:<li>Rubber Kinetics | DST 6.0 High Grip Rubber Outsole</li><li>D3O High Impact Zone Insole Technology</li><li>Two-panel synthetic upper with anti-peel coating and perforated ventilation</li><li>Anti-abrasion toe and heel protection</li><li>EVA midsole provides support and shock absorption</li><li>Fully gusseted tongue prohibits intake of dirt and debris</li><li>Modern lifestyle Performance Fit</li><li>Approximate weight - 14.9 oz (421 g)</li> SIZE CHART	Out of Stock	https://www.lustyindustries.com/images/Size%20Chart.png?u=1TIeUg	RIDE CONCEPTS HELLION BLACK / BLACK US 7.5 EU 40	Flat Pedal	810002575211	$154.46	$254.95	/images/ProductImages/2257-.jpg,/images/ProductImages/2257-_2.jpg,/images/ProductImages/2257-_3.jpg,/images/ProductImages/2257-_4.jpg	https://www.lustyindustries.com/images/ProductImages/2257-.jpg	https://www.lustyindustries.com/images/ProductImages/2257-_2.jpg	https://www.lustyindustries.com/images/ProductImages/2257-_3.jpg	https://www.lustyindustries.com/images/ProductImages/2257-_4.jpg	
2257-600	https://www.lustyindustries.com/ride-concepts-hellion-black-black-us-8-eu-41	THE HELLION ALL-MOUNTAIN MOUNTAIN BIKE SHOE IS THE PACE-SETTER OF THE SESSION SERIES, WITH AN ALL-OUT EMPHASIS ON INCREASED PROTECTION, DURABILITY, AND AWESOMENESS.For hard-charging riders who seek out the gnarliest conditions, the Hellion ups the ante when it comes to foot comfort and pedal control. FEATURES:<li>Rubber Kinetics | DST 6.0 High Grip Rubber Outsole</li><li>D3O High Impact Zone Insole Technology</li><li>Two-panel synthetic upper with anti-peel coating and perforated ventilation</li><li>Anti-abrasion toe and heel protection</li><li>EVA midsole provides support and shock absorption</li><li>Fully gusseted tongue prohibits intake of dirt and debris</li><li>Modern lifestyle Performance Fit</li><li>Approximate weight - 14.9 oz (421 g)</li> SIZE CHART	In Stock	https://www.lustyindustries.com/images/Size%20Chart.png?u=1TIeUg	RIDE CONCEPTS HELLION BLACK / BLACK US 8 EU 41	Flat Pedal	810002570902	$154.46	$254.95	/images/ProductImages/2257-.jpg,/images/ProductImages/2257-_2.jpg,/images/ProductImages/2257-_3.jpg,/images/ProductImages/2257-_4.jpg	https://www.lustyindustries.com/images/ProductImages/2257-.jpg	https://www.lustyindustries.com/images/ProductImages/2257-_2.jpg	https://www.lustyindustries.com/images/ProductImages/2257-_3.jpg	https://www.lustyindustries.com/images/ProductImages/2257-_4.jpg	
